Animal,Age,Temperature,Symptom 1,Symptom 2,Symptom 3,Disease
goat,3,103.4,painless lumps,loss of appetite,depression,lumpy virus
buffalo,12,101.0,loss of appetite,difficult breathing,depression,pneumonia
buffalo,10,100.0,chest discomfort,chills,sweats,anthrax
sheep,6,102.3,depression,loss of appetite,crackling sound,blackleg
cow,14,103.7,fatigue,chest discomfort,sweats,anthrax
sheep,8,102.9,crackling sound,lameness,loss of appetite,blackleg
goat,2,102.6,blisters on gums,loss of appetite,difficulty walking,foot and mouth
buffalo,3,102.1,difficulty walking,loss of appetite,blisters on gums,foot and mouth
buffalo,6,103.8,loss of appetite,sores on gums,difficulty walking,foot and mouth
sheep,2,101.9,depression,loss of appetite,painless lumps,lumpy virus
buffalo,14,101.8,painless lumps,depression,loss of appetite,lumpy virus
goat,3,100.8,loss of appetite,blisters on mouth,difficulty walking,foot and mouth
buffalo,7,102.6,lameness,sores on tongue,loss of appetite,foot and mouth
buffalo,2,101.8,sweats,chest discomfort,fatigue,anthrax
goat,7,103.2,difficulty walking,loss of appetite,sores on mouth,foot and mouth
sheep,7,100.4,lameness,loss of appetite,crackling sound,blackleg
goat,1,100.7,difficult breathing,loss of appetite,depression,pneumonia
cow,9,102.6,fatigue,sweats,chills,anthrax
sheep,2,104.9,difficulty walking,crackling sound,swelling in muscle,blackleg
cow,12,103.4,loss of appetite,lameness,sores on tongue,foot and mouth
sheep,6,101.4,crackling sound,difficulty walking,loss of appetite,blackleg
cow,4,104.9,difficulty walking,sores on gums,loss of appetite,foot and mouth
sheep,1,104.7,swelling in neck,chills,chest discomfort,anthrax
buffalo,3,101.7,difficult breathing,loss of appetite,depression,pneumonia
buffalo,2,101.1,loss of appetite,depression,painless lumps,lumpy virus
cow,14,103.5,loss of appetite,difficult breathing,depression,pneumonia
goat,10,101.2,depression,difficult breathing,loss of appetite,pneumonia
sheep,3,103.6,blisters on tongue,difficulty walking,loss of appetite,foot and mouth
cow,3,101.6,lameness,crackling sound,loss of appetite,blackleg
goat,7,102.0,depression,difficulty walking,swelling in limb,blackleg
cow,6,102.6,lameness,blisters on mouth,loss of appetite,foot and mouth
sheep,1,104.5,chest discomfort,sweats,swelling in abdomen,anthrax
cow,9,104.5,depression,loss of appetite,coughing,pneumonia
buffalo,14,102.6,loss of appetite,blisters on tongue,lameness,foot and mouth
buffalo,2,100.7,chills,sweats,chest discomfort,anthrax
buffalo,7,102.0,loss of appetite,difficulty walking,blisters on gums,foot and mouth
cow,9,100.4,lameness,loss of appetite,sores on tongue,foot and mouth
cow,13,100.9,loss of appetite,difficulty walking,sores on tongue,foot and mouth
cow,10,101.3,crackling sound,depression,lameness,blackleg
buffalo,12,103.3,loss of appetite,depression,nasal discharge,pneumonia
buffalo,8,103.2,loss of appetite,crackling sound,lameness,blackleg
buffalo,10,101.5,loss of appetite,difficulty walking,sores on gums,foot and mouth
cow,4,104.2,depression,nasal discharge,loss of appetite,pneumonia
buffalo,1,102.8,painless lumps,depression,loss of appetite,lumpy virus
goat,1,100.2,difficulty walking,sores on tongue,loss of appetite,foot and mouth
sheep,1,100.2,depression,painless lumps,loss of appetite,lumpy virus
cow,6,102.3,crackling sound,swelling in muscle,depression,blackleg
cow,8,104.0,blisters on tongue,loss of appetite,difficulty walking,foot and mouth
cow,6,100.3,lameness,depression,crackling sound,blackleg
buffalo,7,103.8,depression,loss of appetite,difficult breathing,pneumonia
buffalo,13,104.4,depression,painless lumps,loss of appetite,lumpy virus
buffalo,11,101.8,depression,loss of appetite,painless lumps,lumpy virus
cow,7,102.6,depression,swelling in limb,loss of appetite,blackleg
buffalo,7,103.5,depression,painless lumps,loss of appetite,lumpy virus
buffalo,1,102.8,loss of appetite,painless lumps,depression,lumpy virus
buffalo,14,101.3,swelling in abdomen,sweats,chest discomfort,anthrax
cow,5,103.8,lameness,sores on mouth,loss of appetite,foot and mouth
sheep,9,103.8,nasal discharge,loss of appetite,depression,pneumonia
goat,8,100.6,loss of appetite,difficulty walking,blisters on hooves,foot and mouth
cow,14,100.4,loss of appetite,depression,nasal discharge,pneumonia
cow,8,103.5,blisters on hooves,lameness,loss of appetite,foot and mouth
cow,13,101.1,difficult breathing,depression,loss of appetite,pneumonia
sheep,1,102.6,loss of appetite,painless lumps,depression,lumpy virus
goat,5,104.4,blisters on tongue,loss of appetite,difficulty walking,foot and mouth
cow,4,102.2,sores on mouth,loss of appetite,lameness,foot and mouth
goat,5,101.1,chest discomfort,fatigue,swelling in abdomen,anthrax
sheep,7,100.8,swelling in abdomen,sweats,shortness of breath,anthrax
sheep,9,100.7,swelling in neck,sweats,chills,anthrax
sheep,5,102.6,swelling in extremities,sweats,fatigue,anthrax
sheep,6,101.4,loss of appetite,depression,painless lumps,lumpy virus
goat,6,100.8,loss of appetite,lameness,sores on tongue,foot and mouth
cow,2,100.7,lameness,loss of appetite,blisters on hooves,foot and mouth
cow,5,100.7,swelling in abdomen,sweats,chills,anthrax
buffalo,4,101.8,loss of appetite,difficulty walking,blisters on tongue,foot and mouth
cow,9,100.3,difficulty walking,sores on mouth,loss of appetite,foot and mouth
goat,1,100.9,sores on hooves,loss of appetite,difficulty walking,foot and mouth
goat,5,100.5,chills,chest discomfort,fatigue,anthrax
sheep,5,101.3,coughing,loss of appetite,depression,pneumonia
cow,10,100.9,shortness of breath,sweats,swelling in abdomen,anthrax
goat,4,101.2,swelling in limb,lameness,depression,blackleg
cow,2,101.2,depression,difficult breathing,loss of appetite,pneumonia
buffalo,8,102.0,crackling sound,swelling in muscle,depression,blackleg
buffalo,1,104.4,shortness of breath,sweats,swelling in abdomen,anthrax
cow,8,101.1,loss of appetite,sores on hooves,difficulty walking,foot and mouth
cow,6,101.1,loss of appetite,depression,difficult breathing,pneumonia
goat,9,104.2,sores on tongue,lameness,loss of appetite,foot and mouth
buffalo,3,102.4,painless lumps,loss of appetite,depression,lumpy virus
goat,3,102.3,depression,difficulty walking,swelling in limb,blackleg
sheep,9,101.1,swelling in limb,crackling sound,depression,blackleg
sheep,9,102.5,crackling sound,depression,loss of appetite,blackleg
buffalo,5,100.9,depression,nasal discharge,loss of appetite,pneumonia
goat,5,100.2,fatigue,shortness of breath,chills,anthrax
sheep,3,101.0,crackling sound,swelling in muscle,difficulty walking,blackleg
sheep,9,100.2,depression,loss of appetite,painless lumps,lumpy virus
cow,15,100.2,painless lumps,depression,loss of appetite,lumpy virus
goat,10,104.4,blisters on mouth,difficulty walking,loss of appetite,foot and mouth
goat,5,100.0,sweats,chills,shortness of breath,anthrax
sheep,10,101.2,depression,painless lumps,loss of appetite,lumpy virus
buffalo,11,103.6,loss of appetite,nasal discharge,depression,pneumonia
goat,2,104.0,loss of appetite,depression,nasal discharge,pneumonia
sheep,8,104.4,loss of appetite,depression,painless lumps,lumpy virus
goat,2,102.8,difficulty walking,crackling sound,depression,blackleg
sheep,3,101.6,fatigue,swelling in extremities,shortness of breath,anthrax
goat,9,103.8,swelling in extremities,chills,shortness of breath,anthrax
goat,1,102.9,loss of appetite,coughing,depression,pneumonia
sheep,7,100.3,shortness of breath,fatigue,chest discomfort,anthrax
cow,1,102.4,loss of appetite,swelling in muscle,difficulty walking,blackleg
sheep,8,104.4,depression,painless lumps,loss of appetite,lumpy virus
goat,8,101.9,sweats,chills,fatigue,anthrax
cow,4,102.0,painless lumps,depression,loss of appetite,lumpy virus
cow,9,102.2,lameness,blisters on gums,loss of appetite,foot and mouth
cow,12,102.7,loss of appetite,difficulty walking,blisters on tongue,foot and mouth
cow,11,102.9,painless lumps,loss of appetite,depression,lumpy virus
cow,7,104.4,difficulty walking,loss of appetite,blisters on hooves,foot and mouth
sheep,7,103.2,painless lumps,depression,loss of appetite,lumpy virus
buffalo,9,104.3,depression,loss of appetite,difficult breathing,pneumonia
goat,1,101.1,fatigue,chest discomfort,chills,anthrax
cow,13,101.4,loss of appetite,depression,painless lumps,lumpy virus
sheep,5,104.7,loss of appetite,sores on mouth,difficulty walking,foot and mouth
cow,10,103.3,loss of appetite,blisters on hooves,lameness,foot and mouth
goat,5,100.0,fatigue,swelling in abdomen,chills,anthrax
goat,9,103.4,loss of appetite,difficulty walking,swelling in limb,blackleg
sheep,5,102.5,depression,difficulty walking,loss of appetite,blackleg
goat,10,102.6,lameness,sores on tongue,loss of appetite,foot and mouth
buffalo,10,103.1,depression,loss of appetite,coughing,pneumonia
buffalo,11,101.5,painless lumps,loss of appetite,depression,lumpy virus
cow,3,102.3,sores on hooves,difficulty walking,loss of appetite,foot and mouth
sheep,6,105.0,swelling in muscle,crackling sound,loss of appetite,blackleg
buffalo,15,102.9,loss of appetite,lameness,swelling in muscle,blackleg
goat,2,102.2,chills,swelling in neck,fatigue,anthrax
goat,9,101.3,chest discomfort,fatigue,shortness of breath,anthrax
goat,1,103.4,crackling sound,depression,swelling in limb,blackleg
goat,9,101.0,loss of appetite,painless lumps,depression,lumpy virus
sheep,6,101.2,lameness,loss of appetite,crackling sound,blackleg
cow,1,104.1,chest discomfort,fatigue,sweats,anthrax
cow,15,103.2,loss of appetite,difficulty walking,depression,blackleg
buffalo,2,101.1,loss of appetite,depression,coughing,pneumonia
goat,7,101.6,painless lumps,depression,loss of appetite,lumpy virus
sheep,1,101.8,swelling in limb,depression,loss of appetite,blackleg
buffalo,8,103.9,difficulty walking,depression,crackling sound,blackleg
goat,2,102.4,crackling sound,lameness,swelling in muscle,blackleg
cow,10,100.6,sweats,shortness of breath,chills,anthrax
goat,9,103.7,swelling in extremities,chills,chest discomfort,anthrax
goat,10,105.0,depression,nasal discharge,loss of appetite,pneumonia
cow,13,102.2,shortness of breath,chills,fatigue,anthrax
cow,6,100.4,depression,crackling sound,difficulty walking,blackleg
sheep,6,104.6,loss of appetite,swelling in muscle,lameness,blackleg
sheep,1,102.7,depression,loss of appetite,nasal discharge,pneumonia
goat,5,101.9,chest discomfort,fatigue,shortness of breath,anthrax
goat,5,100.4,sores on hooves,loss of appetite,lameness,foot and mouth
goat,1,101.7,chest discomfort,shortness of breath,swelling in neck,anthrax
buffalo,3,102.2,sores on hooves,loss of appetite,lameness,foot and mouth
cow,15,101.8,lameness,loss of appetite,blisters on gums,foot and mouth
cow,5,103.6,loss of appetite,sores on mouth,lameness,foot and mouth
sheep,8,104.3,crackling sound,difficulty walking,loss of appetite,blackleg
cow,2,100.7,loss of appetite,painless lumps,depression,lumpy virus
cow,7,100.1,loss of appetite,depression,difficult breathing,pneumonia
buffalo,2,102.6,sores on mouth,difficulty walking,loss of appetite,foot and mouth
sheep,5,101.8,lameness,loss of appetite,sores on mouth,foot and mouth
buffalo,12,104.6,depression,loss of appetite,swelling in muscle,blackleg
buffalo,10,102.1,sores on mouth,lameness,loss of appetite,foot and mouth
sheep,9,102.7,painless lumps,depression,loss of appetite,lumpy virus
sheep,1,104.7,sores on tongue,lameness,loss of appetite,foot and mouth
cow,3,105.0,loss of appetite,depression,coughing,pneumonia
buffalo,12,101.2,swelling in neck,chills,sweats,anthrax
sheep,5,100.2,difficult breathing,depression,loss of appetite,pneumonia
cow,13,104.9,fatigue,swelling in abdomen,shortness of breath,anthrax
goat,4,104.7,lameness,blisters on mouth,loss of appetite,foot and mouth
goat,7,103.3,loss of appetite,depression,painless lumps,lumpy virus
sheep,8,100.1,lameness,swelling in muscle,depression,blackleg
cow,1,100.5,depression,nasal discharge,loss of appetite,pneumonia
goat,10,102.4,swelling in extremities,chills,shortness of breath,anthrax
buffalo,11,101.5,difficulty walking,loss of appetite,depression,blackleg
sheep,7,102.2,sweats,swelling in extremities,chills,anthrax
cow,2,103.3,loss of appetite,depression,difficulty walking,blackleg
cow,10,103.0,lameness,blisters on hooves,loss of appetite,foot and mouth
buffalo,11,102.5,difficulty walking,blisters on tongue,loss of appetite,foot and mouth
buffalo,12,103.1,difficulty walking,loss of appetite,swelling in limb,blackleg
buffalo,2,101.6,depression,loss of appetite,painless lumps,lumpy virus
goat,2,105.0,depression,coughing,loss of appetite,pneumonia
goat,1,103.4,loss of appetite,depression,painless lumps,lumpy virus
buffalo,9,101.8,painless lumps,depression,loss of appetite,lumpy virus
cow,7,100.6,nasal discharge,depression,loss of appetite,pneumonia
cow,2,100.6,loss of appetite,difficult breathing,depression,pneumonia
goat,4,100.5,sores on tongue,loss of appetite,difficulty walking,foot and mouth
buffalo,9,101.8,loss of appetite,lameness,depression,blackleg
buffalo,1,104.5,loss of appetite,swelling in muscle,crackling sound,blackleg
buffalo,7,102.3,chills,fatigue,shortness of breath,anthrax
cow,3,102.5,lameness,blisters on mouth,loss of appetite,foot and mouth
sheep,3,103.3,depression,crackling sound,lameness,blackleg
buffalo,8,103.5,loss of appetite,difficulty walking,depression,blackleg
buffalo,2,102.4,loss of appetite,painless lumps,depression,lumpy virus
sheep,4,100.2,loss of appetite,painless lumps,depression,lumpy virus
goat,6,101.7,crackling sound,loss of appetite,swelling in limb,blackleg
cow,7,102.1,loss of appetite,painless lumps,depression,lumpy virus
cow,14,101.3,loss of appetite,depression,painless lumps,lumpy virus
buffalo,12,101.0,loss of appetite,depression,painless lumps,lumpy virus
sheep,3,104.4,fatigue,shortness of breath,chills,anthrax
goat,5,104.1,crackling sound,lameness,depression,blackleg
cow,7,100.9,loss of appetite,depression,painless lumps,lumpy virus
buffalo,4,100.2,swelling in limb,lameness,depression,blackleg
sheep,2,102.6,sweats,chest discomfort,fatigue,anthrax
sheep,4,100.0,loss of appetite,painless lumps,depression,lumpy virus
cow,3,100.1,loss of appetite,depression,difficult breathing,pneumonia
goat,2,100.5,loss of appetite,depression,painless lumps,lumpy virus
goat,4,101.8,depression,loss of appetite,difficult breathing,pneumonia
buffalo,14,102.0,swelling in extremities,fatigue,chest discomfort,anthrax
sheep,3,101.0,depression,difficult breathing,loss of appetite,pneumonia
buffalo,4,102.9,coughing,loss of appetite,depression,pneumonia
buffalo,7,100.3,swelling in limb,difficulty walking,depression,blackleg
sheep,1,102.7,loss of appetite,depression,difficult breathing,pneumonia
goat,9,100.4,loss of appetite,depression,nasal discharge,pneumonia
sheep,5,104.8,depression,loss of appetite,nasal discharge,pneumonia
sheep,6,104.8,lameness,loss of appetite,sores on hooves,foot and mouth
cow,6,101.5,depression,difficult breathing,loss of appetite,pneumonia
buffalo,13,104.9,coughing,loss of appetite,depression,pneumonia
sheep,8,101.9,depression,loss of appetite,painless lumps,lumpy virus
cow,1,104.1,crackling sound,difficulty walking,depression,blackleg
goat,10,102.6,difficult breathing,loss of appetite,depression,pneumonia
sheep,10,102.7,swelling in neck,sweats,fatigue,anthrax
sheep,2,101.9,lameness,depression,loss of appetite,blackleg
cow,2,104.6,loss of appetite,painless lumps,depression,lumpy virus
sheep,9,103.5,painless lumps,depression,loss of appetite,lumpy virus
goat,5,100.7,depression,loss of appetite,painless lumps,lumpy virus
goat,5,100.4,loss of appetite,blisters on hooves,lameness,foot and mouth
goat,2,103.1,swelling in abdomen,sweats,chills,anthrax
sheep,8,100.6,lameness,loss of appetite,blisters on tongue,foot and mouth
sheep,6,102.0,chills,swelling in neck,shortness of breath,anthrax
goat,9,100.7,swelling in limb,crackling sound,lameness,blackleg
buffalo,8,102.0,depression,crackling sound,loss of appetite,blackleg
goat,6,100.7,depression,difficult breathing,loss of appetite,pneumonia
cow,10,102.5,crackling sound,loss of appetite,depression,blackleg
cow,12,104.6,sweats,chills,fatigue,anthrax
sheep,9,104.4,sweats,fatigue,chest discomfort,anthrax
buffalo,15,101.8,depression,loss of appetite,painless lumps,lumpy virus
goat,6,103.8,loss of appetite,blisters on mouth,lameness,foot and mouth
sheep,5,103.1,depression,painless lumps,loss of appetite,lumpy virus
goat,4,100.6,difficult breathing,depression,loss of appetite,pneumonia
cow,3,100.8,swelling in muscle,loss of appetite,crackling sound,blackleg
sheep,6,100.7,sores on tongue,loss of appetite,difficulty walking,foot and mouth
sheep,8,101.8,depression,loss of appetite,painless lumps,lumpy virus
cow,8,100.7,depression,loss of appetite,nasal discharge,pneumonia
goat,10,100.3,depression,difficult breathing,loss of appetite,pneumonia
cow,3,103.8,depression,swelling in limb,lameness,blackleg
cow,6,102.4,lameness,loss of appetite,sores on gums,foot and mouth
sheep,6,102.2,loss of appetite,sores on gums,difficulty walking,foot and mouth
cow,5,103.7,chills,swelling in neck,shortness of breath,anthrax
buffalo,12,104.0,depression,nasal discharge,loss of appetite,pneumonia
goat,7,102.9,sores on hooves,loss of appetite,lameness,foot and mouth
cow,5,100.9,crackling sound,lameness,swelling in limb,blackleg
sheep,6,101.0,shortness of breath,fatigue,chest discomfort,anthrax
goat,7,100.1,loss of appetite,difficult breathing,depression,pneumonia
buffalo,4,100.8,depression,loss of appetite,difficult breathing,pneumonia
cow,14,100.2,depression,painless lumps,loss of appetite,lumpy virus
sheep,6,103.1,sweats,swelling in abdomen,shortness of breath,anthrax
sheep,3,100.2,lameness,depression,crackling sound,blackleg
cow,15,104.9,depression,painless lumps,loss of appetite,lumpy virus
goat,10,100.6,swelling in muscle,lameness,crackling sound,blackleg
goat,10,102.8,difficult breathing,depression,loss of appetite,pneumonia
sheep,5,104.1,coughing,depression,loss of appetite,pneumonia
buffalo,4,105.0,depression,loss of appetite,painless lumps,lumpy virus
goat,4,100.9,chest discomfort,shortness of breath,fatigue,anthrax
buffalo,1,100.9,depression,loss of appetite,difficult breathing,pneumonia
cow,6,104.8,depression,difficult breathing,loss of appetite,pneumonia
goat,7,100.9,sores on tongue,loss of appetite,difficulty walking,foot and mouth
sheep,8,100.7,depression,coughing,loss of appetite,pneumonia
buffalo,6,103.3,lameness,loss of appetite,sores on tongue,foot and mouth
buffalo,7,101.5,loss of appetite,difficult breathing,depression,pneumonia
buffalo,10,101.5,depression,loss of appetite,coughing,pneumonia
buffalo,8,104.2,loss of appetite,swelling in muscle,depression,blackleg
goat,3,101.9,blisters on tongue,difficulty walking,loss of appetite,foot and mouth
sheep,10,100.1,loss of appetite,crackling sound,depression,blackleg
cow,6,102.8,sweats,fatigue,chest discomfort,anthrax
cow,5,102.0,crackling sound,difficulty walking,depression,blackleg
sheep,10,100.4,painless lumps,depression,loss of appetite,lumpy virus
cow,2,102.1,swelling in neck,fatigue,chills,anthrax
cow,4,101.8,painless lumps,depression,loss of appetite,lumpy virus
goat,2,101.4,difficulty walking,loss of appetite,sores on tongue,foot and mouth
cow,1,102.1,swelling in abdomen,sweats,chills,anthrax
buffalo,12,101.7,difficulty walking,loss of appetite,crackling sound,blackleg
goat,4,100.3,lameness,loss of appetite,blisters on gums,foot and mouth
sheep,9,101.7,swelling in neck,chest discomfort,shortness of breath,anthrax
cow,3,101.0,loss of appetite,crackling sound,depression,blackleg
sheep,2,101.3,swelling in limb,difficulty walking,depression,blackleg
sheep,4,104.4,loss of appetite,painless lumps,depression,lumpy virus
buffalo,2,103.8,depression,coughing,loss of appetite,pneumonia
goat,3,100.3,difficulty walking,loss of appetite,swelling in muscle,blackleg
cow,10,100.9,shortness of breath,sweats,fatigue,anthrax
buffalo,9,104.4,lameness,sores on gums,loss of appetite,foot and mouth
goat,4,102.6,loss of appetite,swelling in muscle,difficulty walking,blackleg
sheep,3,101.0,shortness of breath,chest discomfort,chills,anthrax
buffalo,9,104.6,fatigue,sweats,shortness of breath,anthrax
cow,12,104.8,fatigue,sweats,chest discomfort,anthrax
buffalo,15,100.3,sores on gums,lameness,loss of appetite,foot and mouth
sheep,8,100.6,swelling in limb,loss of appetite,difficulty walking,blackleg
goat,6,103.2,coughing,depression,loss of appetite,pneumonia
buffalo,9,102.3,chest discomfort,chills,swelling in abdomen,anthrax
buffalo,10,100.5,shortness of breath,chills,swelling in abdomen,anthrax
cow,7,101.2,fatigue,chills,chest discomfort,anthrax
buffalo,11,101.2,shortness of breath,chest discomfort,fatigue,anthrax
cow,4,104.1,shortness of breath,fatigue,swelling in extremities,anthrax
buffalo,15,100.2,crackling sound,lameness,loss of appetite,blackleg
buffalo,1,100.2,loss of appetite,depression,crackling sound,blackleg
goat,2,104.9,painless lumps,depression,loss of appetite,lumpy virus
cow,15,103.3,depression,coughing,loss of appetite,pneumonia
cow,15,101.9,loss of appetite,difficulty walking,sores on gums,foot and mouth
sheep,4,103.4,depression,difficult breathing,loss of appetite,pneumonia
cow,10,102.2,lameness,blisters on mouth,loss of appetite,foot and mouth
cow,7,102.0,loss of appetite,sores on mouth,difficulty walking,foot and mouth
sheep,2,102.7,coughing,depression,loss of appetite,pneumonia
buffalo,2,103.3,swelling in extremities,chills,chest discomfort,anthrax
buffalo,12,100.9,loss of appetite,lameness,sores on gums,foot and mouth
cow,1,101.3,depression,crackling sound,difficulty walking,blackleg
sheep,8,100.3,difficulty walking,blisters on tongue,loss of appetite,foot and mouth
cow,7,104.2,depression,coughing,loss of appetite,pneumonia
cow,4,104.2,fatigue,sweats,shortness of breath,anthrax
buffalo,10,101.4,coughing,depression,loss of appetite,pneumonia
sheep,1,101.6,painless lumps,loss of appetite,depression,lumpy virus
cow,6,100.9,loss of appetite,depression,nasal discharge,pneumonia
buffalo,13,100.5,shortness of breath,chills,swelling in abdomen,anthrax
goat,9,104.6,lameness,crackling sound,swelling in limb,blackleg
sheep,8,102.0,chest discomfort,sweats,swelling in abdomen,anthrax
buffalo,9,104.1,difficulty walking,blisters on mouth,loss of appetite,foot and mouth
cow,15,100.6,crackling sound,depression,swelling in muscle,blackleg
buffalo,7,101.5,difficult breathing,depression,loss of appetite,pneumonia
buffalo,4,100.7,swelling in neck,sweats,chest discomfort,anthrax
goat,10,102.5,loss of appetite,depression,painless lumps,lumpy virus
cow,7,100.9,swelling in muscle,loss of appetite,crackling sound,blackleg
buffalo,14,102.9,crackling sound,swelling in muscle,difficulty walking,blackleg
cow,9,103.5,shortness of breath,chest discomfort,sweats,anthrax
sheep,8,101.0,lameness,loss of appetite,depression,blackleg
buffalo,11,102.3,lameness,blisters on mouth,loss of appetite,foot and mouth
sheep,10,104.2,painless lumps,loss of appetite,depression,lumpy virus
sheep,10,100.6,painless lumps,depression,loss of appetite,lumpy virus
sheep,3,100.4,depression,loss of appetite,painless lumps,lumpy virus
buffalo,2,102.7,painless lumps,loss of appetite,depression,lumpy virus
cow,4,101.9,sores on hooves,lameness,loss of appetite,foot and mouth
cow,6,103.6,chest discomfort,shortness of breath,fatigue,anthrax
sheep,2,104.6,loss of appetite,difficult breathing,depression,pneumonia
buffalo,15,102.6,shortness of breath,swelling in abdomen,sweats,anthrax
cow,7,103.5,chest discomfort,shortness of breath,fatigue,anthrax
cow,3,100.9,painless lumps,loss of appetite,depression,lumpy virus
cow,4,102.4,painless lumps,loss of appetite,depression,lumpy virus
goat,7,101.8,painless lumps,loss of appetite,depression,lumpy virus
sheep,2,100.3,loss of appetite,depression,painless lumps,lumpy virus
goat,10,103.1,painless lumps,loss of appetite,depression,lumpy virus
cow,3,103.5,difficult breathing,depression,loss of appetite,pneumonia
sheep,10,102.0,loss of appetite,depression,coughing,pneumonia
sheep,1,101.0,blisters on gums,loss of appetite,difficulty walking,foot and mouth
cow,6,102.7,chills,chest discomfort,sweats,anthrax
sheep,3,104.2,painless lumps,depression,loss of appetite,lumpy virus
buffalo,9,100.3,depression,painless lumps,loss of appetite,lumpy virus
goat,5,100.2,depression,lameness,crackling sound,blackleg
sheep,8,101.2,blisters on gums,loss of appetite,difficulty walking,foot and mouth
sheep,7,101.2,depression,loss of appetite,difficulty walking,blackleg
buffalo,13,100.5,loss of appetite,depression,coughing,pneumonia
goat,8,104.7,sweats,chills,shortness of breath,anthrax
cow,10,100.9,swelling in extremities,sweats,chest discomfort,anthrax
goat,3,100.4,depression,difficulty walking,crackling sound,blackleg
cow,1,100.9,loss of appetite,depression,coughing,pneumonia
buffalo,10,103.3,loss of appetite,depression,nasal discharge,pneumonia
cow,14,103.5,painless lumps,depression,loss of appetite,lumpy virus
buffalo,4,101.5,lameness,loss of appetite,depression,blackleg
sheep,3,102.9,difficulty walking,loss of appetite,sores on tongue,foot and mouth
goat,8,101.9,shortness of breath,swelling in abdomen,chest discomfort,anthrax
cow,14,101.5,lameness,blisters on mouth,loss of appetite,foot and mouth
goat,2,101.8,shortness of breath,sweats,chills,anthrax
sheep,10,101.4,loss of appetite,depression,painless lumps,lumpy virus
sheep,7,101.5,blisters on hooves,loss of appetite,difficulty walking,foot and mouth
cow,12,101.7,lameness,sores on hooves,loss of appetite,foot and mouth
goat,3,103.9,loss of appetite,painless lumps,depression,lumpy virus
sheep,10,104.7,fatigue,chills,chest discomfort,anthrax
sheep,2,102.3,depression,loss of appetite,lameness,blackleg
goat,9,101.3,lameness,loss of appetite,blisters on hooves,foot and mouth
goat,10,103.9,sores on mouth,lameness,loss of appetite,foot and mouth
cow,11,102.3,swelling in limb,crackling sound,depression,blackleg
buffalo,11,101.5,painless lumps,depression,loss of appetite,lumpy virus
buffalo,14,104.2,crackling sound,depression,swelling in muscle,blackleg
sheep,8,103.4,loss of appetite,depression,painless lumps,lumpy virus
buffalo,6,103.5,difficult breathing,depression,loss of appetite,pneumonia
goat,7,103.7,lameness,swelling in limb,crackling sound,blackleg
cow,12,103.8,depression,loss of appetite,swelling in limb,blackleg
goat,1,102.4,depression,painless lumps,loss of appetite,lumpy virus
cow,8,101.1,loss of appetite,depression,difficulty walking,blackleg
sheep,7,101.6,sores on hooves,difficulty walking,loss of appetite,foot and mouth
cow,15,100.3,depression,coughing,loss of appetite,pneumonia
cow,4,101.4,lameness,loss of appetite,swelling in muscle,blackleg
goat,10,104.4,swelling in limb,loss of appetite,difficulty walking,blackleg
cow,9,103.6,fatigue,swelling in neck,sweats,anthrax
sheep,3,102.9,difficulty walking,crackling sound,swelling in muscle,blackleg
buffalo,14,101.5,shortness of breath,swelling in abdomen,sweats,anthrax
cow,10,101.5,loss of appetite,depression,coughing,pneumonia
goat,3,102.0,loss of appetite,difficult breathing,depression,pneumonia
cow,11,100.2,nasal discharge,depression,loss of appetite,pneumonia
cow,10,100.7,depression,swelling in limb,difficulty walking,blackleg
cow,9,100.3,depression,painless lumps,loss of appetite,lumpy virus
buffalo,13,103.0,fatigue,swelling in extremities,chest discomfort,anthrax
sheep,2,101.8,nasal discharge,loss of appetite,depression,pneumonia
cow,11,100.6,loss of appetite,difficult breathing,depression,pneumonia
sheep,2,104.4,painless lumps,loss of appetite,depression,lumpy virus
cow,7,102.2,sweats,fatigue,chest discomfort,anthrax
cow,13,104.1,chills,shortness of breath,chest discomfort,anthrax
sheep,5,102.5,fatigue,chest discomfort,shortness of breath,anthrax
buffalo,3,101.1,painless lumps,loss of appetite,depression,lumpy virus
cow,4,104.1,fatigue,chills,sweats,anthrax
sheep,7,103.4,depression,loss of appetite,coughing,pneumonia
cow,13,104.1,depression,difficult breathing,loss of appetite,pneumonia
buffalo,1,101.9,nasal discharge,loss of appetite,depression,pneumonia
sheep,9,104.5,sweats,chills,swelling in abdomen,anthrax
cow,6,104.3,chest discomfort,swelling in extremities,chills,anthrax
sheep,7,103.3,loss of appetite,lameness,swelling in limb,blackleg
goat,3,101.0,fatigue,swelling in abdomen,chest discomfort,anthrax
buffalo,6,100.8,crackling sound,loss of appetite,swelling in limb,blackleg
buffalo,9,103.6,lameness,sores on mouth,loss of appetite,foot and mouth
cow,3,100.0,depression,lameness,crackling sound,blackleg
goat,7,101.0,crackling sound,loss of appetite,swelling in limb,blackleg
cow,12,100.3,difficult breathing,loss of appetite,depression,pneumonia
buffalo,5,102.1,blisters on gums,lameness,loss of appetite,foot and mouth
cow,1,102.7,loss of appetite,depression,nasal discharge,pneumonia
goat,3,100.7,chills,swelling in neck,sweats,anthrax
cow,9,102.3,difficulty walking,depression,swelling in muscle,blackleg
cow,3,102.3,difficulty walking,blisters on hooves,loss of appetite,foot and mouth
goat,10,102.8,loss of appetite,difficulty walking,sores on hooves,foot and mouth
